#{"t_start": 1678197736.3717868, "env_id": "CartPole-v0"}
r,l,t
10.0,10,13.026822
11.0,11,13.034827
10.0,10,13.050824
15.0,15,13.066821
10.0,10,13.082851
12.0,12,13.098972
12.0,12,13.106915
12.0,12,13.123158
13.0,13,13.139179
10.0,10,13.14718
10.0,10,13.155186
12.0,12,13.163174
12.0,12,13.171177
11.0,11,13.187189
12.0,12,13.195215
10.0,10,13.203234
10.0,10,13.211229
11.0,11,13.227227
12.0,12,13.235232
12.0,12,13.251231
12.0,12,13.259232
10.0,10,13.27523
11.0,11,13.288255
9.0,9,13.299293
13.0,13,13.307288
10.0,10,13.32329
13.0,13,13.339291
11.0,11,13.355293
11.0,11,13.371439
11.0,11,13.379457
11.0,11,13.395701
10.0,10,13.411711
13.0,13,13.427731
11.0,11,13.43571
9.0,9,13.443702
10.0,10,13.451712
14.0,14,13.46771
10.0,10,13.483727
13.0,13,13.491762
10.0,10,13.507792
12.0,12,13.515847
10.0,10,13.531869
10.0,10,13.539916
13.0,13,13.555917
9.0,9,13.563914
11.0,11,13.579913
10.0,10,13.588944
12.0,12,13.603976
13.0,13,13.611982
9.0,9,13.619983
13.0,13,13.643694
12.0,12,13.659742
11.0,11,13.667715
13.0,13,13.683751
10.0,10,13.691784
9.0,9,13.699804
11.0,11,13.715823
12.0,12,13.723799
10.0,10,13.731813
12.0,12,13.747817
10.0,10,13.755801
10.0,10,13.763799
12.0,12,13.771797
12.0,12,13.787814
11.0,11,13.789324
15.0,15,13.80385
11.0,11,13.811848
12.0,12,13.829471
11.0,11,13.844013
10.0,10,13.852013
9.0,9,13.868014
9.0,9,13.876012
10.0,10,13.892059
11.0,11,13.900076
10.0,10,13.908083
11.0,11,13.924082
10.0,10,13.940075
11.0,11,13.972293
11.0,11,13.988334
10.0,10,14.004947
12.0,12,14.03697
11.0,11,14.052969
11.0,11,14.083813
11.0,11,14.101279
10.0,10,14.117972
11.0,11,14.134001
9.0,9,14.149996
9.0,9,14.165995
10.0,10,14.182217
11.0,11,14.199563
10.0,10,14.214116
11.0,11,14.230108
10.0,10,14.254937
10.0,10,14.26283
14.0,14,14.279513
11.0,11,14.290064
10.0,10,14.303103
8.0,8,14.303103
12.0,12,14.3191
10.0,10,14.3191
10.0,10,14.335101
11.0,11,14.343101
10.0,10,14.351103
10.0,10,14.367099
10.0,10,14.375106
8.0,8,14.39116
9.0,9,14.399219
9.0,9,14.415178
11.0,11,14.423174
10.0,10,14.439178
10.0,10,14.449771
11.0,11,14.456145
10.0,10,14.471174
11.0,11,14.479174
13.0,13,14.495276
10.0,10,14.503296
11.0,11,14.511293
13.0,13,14.519296
10.0,10,14.535339
9.0,9,14.543353
9.0,9,14.55136
9.0,9,14.559357
9.0,9,14.567367
9.0,9,14.575359
11.0,11,14.583754
8.0,8,14.591764
12.0,12,14.599779
10.0,10,14.607778
10.0,10,14.623777
9.0,9,14.623777
11.0,11,14.639779
11.0,11,14.647785
10.0,10,14.663785
9.0,9,14.671779
9.0,9,14.679777
9.0,9,14.690516
9.0,9,14.696026
10.0,10,14.704044
10.0,10,14.720469
9.0,9,14.720469
9.0,9,14.736858
11.0,11,14.744887
10.0,10,14.760882
11.0,11,14.768891
11.0,11,14.784956
9.0,9,14.793001
8.0,8,14.801041
9.0,9,14.817021
9.0,9,14.825017
11.0,11,14.841014
9.0,9,14.849022
9.0,9,14.857021
10.0,10,14.873018
13.0,13,14.881038
10.0,10,14.890619
11.0,11,14.905157
10.0,10,14.921177
10.0,10,14.929154
12.0,12,14.937436
11.0,11,14.953454
9.0,9,14.969452
10.0,10,14.977462
9.0,9,14.992786
10.0,10,15.001846
9.0,9,15.009842
11.0,11,15.017844
8.0,8,15.026113
10.0,10,15.034112
10.0,10,15.04211
10.0,10,15.050114
9.0,9,15.058111
9.0,9,15.066113
10.0,10,15.074113
8.0,8,15.082114
8.0,8,15.090626
8.0,8,15.090626
9.0,9,15.098641
11.0,11,15.114641
11.0,11,15.122639
10.0,10,15.138662
11.0,11,15.146642
10.0,10,15.154643
10.0,10,15.16264
9.0,9,15.170643
8.0,8,15.170643
9.0,9,15.189194
9.0,9,15.194903
10.0,10,15.202915
10.0,10,15.218918
8.0,8,15.218918
9.0,9,15.226911
10.0,10,15.234917
9.0,9,15.250916
10.0,10,15.250916
11.0,11,15.266915
10.0,10,15.266915
9.0,9,15.282916
9.0,9,15.290927
11.0,11,15.298947
9.0,9,15.306942
9.0,9,15.314959
9.0,9,15.32294
9.0,9,15.330952
10.0,10,15.338943
9.0,9,15.346945
9.0,9,15.354944
10.0,10,15.362942
8.0,8,15.37094
11.0,11,15.378938
9.0,9,15.390962
10.0,10,15.394969
10.0,10,15.402984
9.0,9,15.410984
10.0,10,15.418985
11.0,11,15.426979
9.0,9,15.434985
9.0,9,15.442981
10.0,10,15.450983
12.0,12,15.466982
9.0,9,15.474983
10.0,10,15.482982
10.0,10,15.490995
8.0,8,15.49901
10.0,10,15.507011
11.0,11,15.515033
10.0,10,15.524084
10.0,10,15.531257
10.0,10,15.547305
8.0,8,15.555278
11.0,11,15.563277
9.0,9,15.57128
10.0,10,15.579278
8.0,8,15.587293
10.0,10,15.595315
9.0,9,15.603947
10.0,10,15.61146
9.0,9,15.619475
9.0,9,15.627474
8.0,8,15.635477
10.0,10,15.643475
9.0,9,15.651493
9.0,9,15.659473
8.0,8,15.667477
8.0,8,15.675475
10.0,10,15.683501
10.0,10,15.699568
10.0,10,15.699568
10.0,10,15.716393
10.0,10,15.723904
10.0,10,15.733534
9.0,9,15.740044
9.0,9,15.748089
9.0,9,15.764057
9.0,9,15.77206
10.0,10,15.780059
9.0,9,15.791584
10.0,10,15.796098
9.0,9,15.804115
8.0,8,15.812113
9.0,9,15.828114
11.0,11,15.836115
9.0,9,15.844111
10.0,10,15.860115
9.0,9,15.868116
9.0,9,15.884135
10.0,10,15.891654
9.0,9,15.907681
11.0,11,15.923688
9.0,9,15.93968
10.0,10,15.955677
10.0,10,15.963674
10.0,10,15.979673
10.0,10,15.995727
9.0,9,16.01176
10.0,10,16.027748
10.0,10,16.04375
10.0,10,16.059746
10.0,10,16.075771
9.0,9,16.083751
9.0,9,16.099803
9.0,9,16.115827
9.0,9,16.139808
10.0,10,16.155802
12.0,12,16.171802
10.0,10,16.191832
8.0,8,16.203863
10.0,10,16.219882
8.0,8,16.227885
8.0,8,16.243862
10.0,10,16.259877
9.0,9,16.275867
10.0,10,16.291891
8.0,8,16.299981
8.0,8,16.315915
8.0,8,16.323908
9.0,9,16.347913
10.0,10,16.359575
9.0,9,16.372637
9.0,9,16.392163
9.0,9,16.404706
10.0,10,16.420697
10.0,10,16.436712
9.0,9,16.452697
10.0,10,16.476703
10.0,10,16.492255
9.0,9,16.508278
8.0,8,16.524275
10.0,10,16.540273
10.0,10,16.564285
10.0,10,16.58074
10.0,10,16.604821
11.0,11,16.636826
9.0,9,16.652828
9.0,9,16.684866
10.0,10,16.708431
9.0,9,16.732431
11.0,11,16.756443
9.0,9,16.780427
10.0,10,16.804546
10.0,10,16.828546
10.0,10,16.852554
10.0,10,16.87656
10.0,10,16.900602
9.0,9,16.924616
9.0,9,16.940598
9.0,9,16.972593
9.0,9,16.996695
10.0,10,17.012714
10.0,10,17.036727
10.0,10,17.052721
10.0,10,17.07673
10.0,10,17.10078
8.0,8,17.116781
9.0,9,17.140782
10.0,10,17.156789
8.0,8,17.172795
8.0,8,17.192881
9.0,9,17.204929
9.0,9,17.228924
10.0,10,17.244942
9.0,9,17.260938
10.0,10,17.285368
8.0,8,17.300914
10.0,10,17.324918
13.0,13,17.35691
10.0,10,17.380915
10.0,10,17.413363
9.0,9,17.429359
9.0,9,17.453359
10.0,10,17.477378
9.0,9,17.500986
10.0,10,17.524975
10.0,10,17.556977
9.0,9,17.589327
9.0,9,17.613467
11.0,11,17.653911
11.0,11,17.694033
10.0,10,17.725981
9.0,9,17.766026
10.0,10,17.80617
10.0,10,17.846159
8.0,8,17.878168
9.0,9,17.910305
10.0,10,17.942308
10.0,10,17.982311
9.0,9,18.006442
8.0,8,18.030435
9.0,9,18.070439
9.0,9,18.126599
10.0,10,18.158569
10.0,10,18.206783
9.0,9,18.238782
10.0,10,18.278764
9.0,9,18.318907
10.0,10,18.366909
10.0,10,18.415057
10.0,10,18.463062
11.0,11,18.50319
9.0,9,18.551397
10.0,10,18.624204
9.0,9,18.672251
9.0,9,18.720585
8.0,8,18.768901
10.0,10,18.833163
10.0,10,18.922216
9.0,9,18.978923
10.0,10,19.044424
9.0,9,19.141443
9.0,9,19.19829
10.0,10,19.262609
8.0,8,19.319497
10.0,10,19.408477
9.0,9,19.521523
10.0,10,19.620416
10.0,10,19.701785
10.0,10,19.767151
9.0,9,19.81533
9.0,9,19.863342
10.0,10,19.903448
10.0,10,19.959876
10.0,10,20.008042
10.0,10,20.072528
8.0,8,20.121402
9.0,9,20.170381
10.0,10,20.218852
9.0,9,20.266847
11.0,11,20.307051
12.0,12,20.347041
8.0,8,20.37105
9.0,9,20.411222
8.0,8,20.444645
9.0,9,20.467735
9.0,9,20.499873
10.0,10,20.547915
9.0,9,20.57992
10.0,10,20.620595
11.0,11,20.66066
10.0,10,20.708784
10.0,10,20.740785
9.0,9,20.764779
8.0,8,20.798364
9.0,9,20.836947
9.0,9,20.860942
11.0,11,20.901059
11.0,11,20.933097
11.0,11,20.965095
9.0,9,20.989106
10.0,10,21.031169
9.0,9,21.061753
9.0,9,21.11791
10.0,10,21.286829
10.0,10,21.34298
11.0,11,21.390986
8.0,8,21.423063
10.0,10,21.471058
10.0,10,21.503153
9.0,9,21.527181
10.0,10,21.567463
8.0,8,21.599067
10.0,10,21.631869
10.0,10,21.672384
10.0,10,21.704515
10.0,10,21.736796
10.0,10,21.768763
9.0,9,21.80118
8.0,8,21.833152
11.0,11,21.865154
9.0,9,21.905251
8.0,8,21.9293
8.0,8,21.961303
10.0,10,21.985312
10.0,10,22.017445
10.0,10,22.041444
10.0,10,22.089454
10.0,10,22.121634
9.0,9,22.161633
9.0,9,22.201752
11.0,11,22.241794
8.0,8,22.273806
9.0,9,22.321978
10.0,10,22.353961
10.0,10,22.402109
10.0,10,22.442153
10.0,10,22.490146
9.0,9,22.538383
8.0,8,22.586359
9.0,9,22.626659
9.0,9,22.666696
9.0,9,22.715277
12.0,12,22.779631
9.0,9,22.82778
9.0,9,22.867945
11.0,11,22.924107
11.0,11,22.980351
10.0,10,23.012955
10.0,10,23.053318
9.0,9,23.085367
8.0,8,23.125374
11.0,11,23.181185
10.0,10,23.221728
12.0,12,23.286187
9.0,9,23.326061
10.0,10,23.374855
9.0,9,23.41504
10.0,10,23.455023
10.0,10,23.487025
9.0,9,23.519188
10.0,10,23.559184
11.0,11,23.607979
9.0,9,23.640068
9.0,9,23.672145
11.0,11,23.736219
8.0,8,23.760228
8.0,8,23.78422
10.0,10,23.824376
10.0,10,23.856382
12.0,12,23.897949
10.0,10,23.928578
9.0,9,23.968562
10.0,10,23.992565
8.0,8,24.016696
10.0,10,24.056719
10.0,10,24.080699
10.0,10,24.112844
9.0,9,24.144852
10.0,10,24.176853
10.0,10,24.21698
10.0,10,24.248976
8.0,8,24.264979
10.0,10,24.303551
10.0,10,24.32111
12.0,12,24.35311
9.0,9,24.393115
10.0,10,24.418854
11.0,11,24.458517
9.0,9,24.483549
10.0,10,24.514732
10.0,10,24.546735
12.0,12,24.578749
10.0,10,24.619216
8.0,8,24.63635
8.0,8,24.667923
10.0,10,24.683917
10.0,10,24.724065
10.0,10,24.740412
9.0,9,24.764446
9.0,9,24.797901
10.0,10,24.829008
10.0,10,24.860994
9.0,9,24.884993
8.0,8,24.904056
10.0,10,24.925147
10.0,10,24.965475
10.0,10,24.989513
10.0,10,25.021697
10.0,10,25.046055
9.0,9,25.075018
12.0,12,25.112823
10.0,10,25.13578
10.0,10,25.164817
10.0,10,25.196394
11.0,11,25.232097
11.0,11,25.261173
10.0,10,25.284963
9.0,9,25.307008
10.0,10,25.339607
10.0,10,25.367126
10.0,10,25.404707
10.0,10,25.428755
11.0,11,25.467501
9.0,9,25.493563
9.0,9,25.528855
10.0,10,25.552862
9.0,9,25.585617
9.0,9,25.62614
10.0,10,25.658146
11.0,11,25.698171
9.0,9,25.722253
10.0,10,25.754252
10.0,10,25.787758
10.0,10,25.819781
9.0,9,25.851802
9.0,9,25.893271
9.0,9,25.916443
10.0,10,25.940466
9.0,9,25.964442
10.0,10,26.004483
10.0,10,26.028553
9.0,9,26.052549
10.0,10,26.084569
11.0,11,26.116689
10.0,10,26.14069
10.0,10,26.164944
9.0,9,26.197274
10.0,10,26.223272
9.0,9,26.261981
10.0,10,26.285965
10.0,10,26.318069
9.0,9,26.350474
10.0,10,26.374468
8.0,8,26.398493
11.0,11,26.43008
9.0,9,26.446093
10.0,10,26.470109
12.0,12,26.510163
10.0,10,26.534978
10.0,10,26.566538
8.0,8,26.60625
9.0,9,26.638278
9.0,9,26.686303
10.0,10,26.742414
11.0,11,26.790431
12.0,12,26.838503
8.0,8,26.886955
9.0,9,26.919049
9.0,9,26.95105
9.0,9,26.991049
11.0,11,27.030665
8.0,8,27.054236
10.0,10,27.106824
11.0,11,27.134403
10.0,10,27.1744
9.0,9,27.206941
10.0,10,27.265664
14.0,14,27.312372
9.0,9,27.344561
9.0,9,27.392549
10.0,10,27.433024
10.0,10,27.489104
9.0,9,27.521338
8.0,8,27.56933
11.0,11,27.625458
12.0,12,27.68149
10.0,10,27.721644
11.0,11,27.777651
10.0,10,27.833939
9.0,9,27.882292
10.0,10,27.922544
9.0,9,27.95455
10.0,10,28.010662
9.0,9,28.050697
9.0,9,28.098793
9.0,9,28.150898
10.0,10,28.179212
9.0,9,28.227423
11.0,11,28.283423
9.0,9,28.331627
9.0,9,28.38759
10.0,10,28.427764
9.0,9,28.467751
10.0,10,28.515898
9.0,9,28.547989
9.0,9,28.588353
10.0,10,28.637292
10.0,10,28.669714
10.0,10,28.710532
8.0,8,28.750843
10.0,10,28.798879
12.0,12,28.848062
9.0,9,28.909486
9.0,9,28.945889
9.0,9,28.992825
10.0,10,29.050506
10.0,10,29.083295
10.0,10,29.14819
10.0,10,29.189077
9.0,9,29.232724
9.0,9,29.278315
10.0,10,29.318293
10.0,10,29.375289
9.0,9,29.41519
10.0,10,29.455835
12.0,12,29.523345
11.0,11,29.585429
9.0,9,29.617694
9.0,9,29.65837
9.0,9,29.717307
11.0,11,29.781305
11.0,11,29.838077
11.0,11,29.894125
10.0,10,29.942735
10.0,10,29.991102
8.0,8,30.031246
9.0,9,30.072218
12.0,12,30.128825
10.0,10,30.177456
8.0,8,30.202066
10.0,10,30.234183
11.0,11,30.274669
8.0,8,30.311737
8.0,8,30.338802
11.0,11,30.379265
9.0,9,30.403263
10.0,10,30.444354
10.0,10,30.484358
10.0,10,30.532829
9.0,9,30.565654
9.0,9,30.597979
10.0,10,30.649137
8.0,8,30.695366
8.0,8,30.727999
10.0,10,30.768003
11.0,11,30.819284
10.0,10,30.856952
10.0,10,30.905011
10.0,10,30.938104
9.0,9,30.986347
10.0,10,31.027102
13.0,13,31.083516
9.0,9,31.141049
10.0,10,31.181343
9.0,9,31.213737
10.0,10,31.270704
9.0,9,31.303265
9.0,9,31.336372
9.0,9,31.400506
10.0,10,31.465018
10.0,10,31.497442
8.0,8,31.52112
10.0,10,31.553275
10.0,10,31.585775
10.0,10,31.617896
9.0,9,31.641936
10.0,10,31.681932
11.0,11,31.729582
8.0,8,31.753584
10.0,10,31.77758
11.0,11,31.818174
10.0,10,31.842198
9.0,9,31.874224
9.0,9,31.898217
11.0,11,31.929833
10.0,10,31.953829
9.0,9,31.969819
8.0,8,31.98583
10.0,10,32.017969
10.0,10,32.034001
9.0,9,32.066016
8.0,8,32.090004
9.0,9,32.114042
10.0,10,32.138082
9.0,9,32.170081
9.0,9,32.194069
11.0,11,32.226269
9.0,9,32.250285
9.0,9,32.282277
9.0,9,32.298279
9.0,9,32.330385
9.0,9,32.346385
8.0,8,32.370378
10.0,10,32.38638
10.0,10,32.418533
10.0,10,32.434558
9.0,9,32.466689
8.0,8,32.482689
8.0,8,32.506687
9.0,9,32.522895
11.0,11,32.546909
12.0,12,32.587269
10.0,10,32.617964
10.0,10,32.653054
10.0,10,32.677058
10.0,10,32.716597
9.0,9,32.748631
8.0,8,32.781124
9.0,9,32.815003
11.0,11,32.853578
10.0,10,32.877582
12.0,12,32.918084
10.0,10,32.958125
9.0,9,32.99052
10.0,10,33.023119
9.0,9,33.055107
11.0,11,33.103568
11.0,11,33.135709
11.0,11,33.167705
12.0,12,33.199707
10.0,10,33.239294
10.0,10,33.271308
9.0,9,33.303293
11.0,11,33.343423
12.0,12,33.383417
10.0,10,33.415447
10.0,10,33.447514
10.0,10,33.471486
14.0,14,33.511534
11.0,11,33.544025
10.0,10,33.568038
9.0,9,33.600031
11.0,11,33.615596
9.0,9,33.639627
8.0,8,33.663644
9.0,9,33.679624
10.0,10,33.703653
10.0,10,33.735772
10.0,10,33.759771
8.0,8,33.775776
10.0,10,33.807763
8.0,8,33.83205
9.0,9,33.856076
8.0,8,33.872071
9.0,9,33.896072
8.0,8,33.916131
12.0,12,33.944183
8.0,8,33.960178
9.0,9,33.984173
11.0,11,34.000183
10.0,10,34.032327
10.0,10,34.048327
10.0,10,34.07305
11.0,11,34.096094
8.0,8,34.116351
10.0,10,34.136396
10.0,10,34.160414
10.0,10,34.168395
10.0,10,34.192412
10.0,10,34.208412
10.0,10,34.232461
9.0,9,34.24846
10.0,10,34.288759
9.0,9,34.304748
9.0,9,34.321189
9.0,9,34.337412
12.0,12,34.362978
9.0,9,34.377542
10.0,10,34.40155
10.0,10,34.417629
11.0,11,34.449653
10.0,10,34.473654
8.0,8,34.489658
9.0,9,34.522146
10.0,10,34.53869
11.0,11,34.562723
10.0,10,34.595058
8.0,8,34.619201
10.0,10,34.635247
9.0,9,34.659248
10.0,10,34.691243
9.0,9,34.707248
10.0,10,34.731325
12.0,12,34.75533
10.0,10,34.779332
8.0,8,34.795324
10.0,10,34.819431
8.0,8,34.835473
9.0,9,34.851465
11.0,11,34.875461
10.0,10,34.891481
9.0,9,34.907461
10.0,10,34.931567
10.0,10,34.947564
9.0,9,34.97156
10.0,10,34.987567
10.0,10,35.003699
9.0,9,35.019982
9.0,9,35.036007
10.0,10,35.052002
9.0,9,35.06801
9.0,9,35.084479
9.0,9,35.10048
10.0,10,35.125039
10.0,10,35.141038
10.0,10,35.165038
9.0,9,35.181044
10.0,10,35.20505
9.0,9,35.2372
10.0,10,35.261195
9.0,9,35.285505
9.0,9,35.309564
8.0,8,35.325118
10.0,10,35.349124
12.0,12,35.381122
9.0,9,35.405123
9.0,9,35.421246
10.0,10,35.445536
9.0,9,35.469545
8.0,8,35.493548
11.0,11,35.509596
10.0,10,35.533184
10.0,10,35.557214
10.0,10,35.581212
11.0,11,35.61559
10.0,10,35.629684
10.0,10,35.653682
9.0,9,35.67767
10.0,10,35.701677
9.0,9,35.725265
10.0,10,35.749257
9.0,9,35.773263
9.0,9,35.797257
9.0,9,35.821331
10.0,10,35.837352
8.0,8,35.853359
10.0,10,35.869378
9.0,9,35.88536
9.0,9,35.90164
10.0,10,35.925225
8.0,8,35.93322
10.0,10,35.957215
9.0,9,35.981218
10.0,10,35.997215
10.0,10,36.017288
10.0,10,36.030288
12.0,12,36.053854
10.0,10,36.077842
9.0,9,36.101841
10.0,10,36.125431
9.0,9,36.149429
10.0,10,36.173448
8.0,8,36.200255
10.0,10,36.230544
11.0,11,36.254827
8.0,8,36.278857
9.0,9,36.303074
10.0,10,36.327685
9.0,9,36.351689
11.0,11,36.37618
10.0,10,36.400409
9.0,9,36.424485
9.0,9,36.432511
8.0,8,36.451528
9.0,9,36.465574
9.0,9,36.497575
10.0,10,36.514439
10.0,10,36.562018
10.0,10,36.586344
8.0,8,36.60237
9.0,9,36.634961
8.0,8,36.658694
10.0,10,36.70735
9.0,9,36.731983
9.0,9,36.764022
8.0,8,36.80663
9.0,9,36.861334
12.0,12,36.91753
11.0,11,36.949698
9.0,9,36.99924
9.0,9,37.037934
11.0,11,37.086316
10.0,10,37.126818
9.0,9,37.166819
9.0,9,37.206807
8.0,8,37.231504
10.0,10,37.271865
9.0,9,37.295873
8.0,8,37.328006
9.0,9,37.512161
10.0,10,37.552256
10.0,10,37.60026
11.0,11,37.656624
9.0,9,37.720737
10.0,10,37.752776
9.0,9,37.808781
10.0,10,37.864929
9.0,9,37.896497
8.0,8,37.928099
9.0,9,37.952091
10.0,10,37.992103
9.0,9,38.02018
9.0,9,38.040276
10.0,10,38.072269
13.0,13,38.10482
11.0,11,38.13645
10.0,10,38.169465
9.0,9,38.20053
9.0,9,38.224597
8.0,8,38.248628
9.0,9,38.27266
10.0,10,38.304626
10.0,10,38.328722
10.0,10,38.352727
9.0,9,38.376729
10.0,10,38.400728
10.0,10,38.432861
9.0,9,38.448859
9.0,9,38.472888
10.0,10,38.496862
10.0,10,38.520938
10.0,10,38.544984
11.0,11,38.569104
11.0,11,38.59746
10.0,10,38.625642
9.0,9,38.649672
9.0,9,38.665666
9.0,9,38.689997
10.0,10,38.714253
10.0,10,38.73122
10.0,10,38.747444
9.0,9,38.771036
10.0,10,38.787032
9.0,9,38.811039
9.0,9,38.827103
10.0,10,38.851126
9.0,9,38.867127
9.0,9,38.883128
8.0,8,38.899127
9.0,9,38.92323
10.0,10,38.939259
9.0,9,38.955271
10.0,10,38.971254
10.0,10,38.995255
9.0,9,39.019461
11.0,11,39.03557
9.0,9,39.051579
10.0,10,39.075565
9.0,9,39.091565
8.0,8,39.107777
8.0,8,39.123845
9.0,9,39.139891
11.0,11,39.155874
8.0,8,39.171865
10.0,10,39.195887
10.0,10,39.21187
13.0,13,39.236023
10.0,10,39.252019
9.0,9,39.268023
8.0,8,39.284013
10.0,10,39.300014
10.0,10,39.324106
8.0,8,39.340132
9.0,9,39.356133
9.0,9,39.372143
10.0,10,39.396142
10.0,10,39.428187
10.0,10,39.452227
11.0,11,39.484223
10.0,10,39.519213
10.0,10,39.54808
9.0,9,39.564073
10.0,10,39.604106
10.0,10,39.629435
8.0,8,39.652753
9.0,9,39.676802
9.0,9,39.69278
9.0,9,39.708775
12.0,12,39.732885
10.0,10,39.764884
10.0,10,39.780887
9.0,9,39.804895
10.0,10,39.82914
9.0,9,39.845161
8.0,8,39.861188
10.0,10,39.88517
10.0,10,39.901173
10.0,10,39.925225
10.0,10,39.941264
8.0,8,39.957263
8.0,8,39.973267
10.0,10,39.997245
10.0,10,40.021307
9.0,9,40.037404
10.0,10,40.053692
10.0,10,40.06972
10.0,10,40.085721
10.0,10,40.101721
11.0,11,40.125781
9.0,9,40.14182
11.0,11,40.173807
11.0,11,40.197807
9.0,9,40.223878
10.0,10,40.253963
10.0,10,40.277941
12.0,12,40.301939
10.0,10,40.326019
11.0,11,40.350049
10.0,10,40.38205
9.0,9,40.398043
10.0,10,40.430115
9.0,9,40.447535
11.0,11,40.470605
10.0,10,40.494598
10.0,10,40.529637
10.0,10,40.543195
11.0,11,40.567193
8.0,8,40.591193
9.0,9,40.607596
9.0,9,40.624142
10.0,10,40.640179
10.0,10,40.664174
10.0,10,40.688188
10.0,10,40.704177
9.0,9,40.728241
10.0,10,40.744274
8.0,8,40.760281
10.0,10,40.776271
10.0,10,40.792269
9.0,9,40.816272
10.0,10,40.848407
10.0,10,40.864408
10.0,10,40.880406
10.0,10,40.904406
10.0,10,40.928702
11.0,11,40.952749
10.0,10,40.984734
10.0,10,41.008733
10.0,10,41.032789
9.0,9,41.048789
10.0,10,41.081072
9.0,9,41.097698
10.0,10,41.124801
10.0,10,41.145865
10.0,10,41.169867
10.0,10,41.197136
10.0,10,41.217954
10.0,10,41.234004
9.0,9,41.250001
10.0,10,41.274002
9.0,9,41.298001
10.0,10,41.322028
11.0,11,41.338118
12.0,12,41.354141
9.0,9,41.378134
9.0,9,41.394122
9.0,9,41.410138
11.0,11,41.434226
10.0,10,41.450229
9.0,9,41.466223
9.0,9,41.482225
9.0,9,41.498223
10.0,10,41.530287
10.0,10,41.546322
10.0,10,41.570315
9.0,9,41.586314
10.0,10,41.602318
10.0,10,41.626395
10.0,10,41.642414
12.0,12,41.66642
10.0,10,41.682416
9.0,9,41.698421
11.0,11,41.722444
9.0,9,41.738516
9.0,9,41.770831
9.0,9,41.794887
9.0,9,41.818894
9.0,9,41.834999
10.0,10,41.867466
10.0,10,41.88349
10.0,10,41.924003
9.0,9,41.948089
9.0,9,41.980089
10.0,10,42.004233
10.0,10,42.028363
9.0,9,42.052402
8.0,8,42.068405
12.0,12,42.10095
10.0,10,42.133101
9.0,9,42.149132
8.0,8,42.173137
10.0,10,42.197136
10.0,10,42.221173
10.0,10,42.268145
10.0,10,42.294209
10.0,10,42.326239
9.0,9,42.350747
9.0,9,42.376016
9.0,9,42.399565
11.0,11,42.431954
10.0,10,42.472384
9.0,9,42.496405
9.0,9,42.520491
10.0,10,42.552581
9.0,9,42.570415
9.0,9,42.597588
9.0,9,42.609644
9.0,9,42.633717
10.0,10,42.657741
11.0,11,42.690341
10.0,10,42.714405
9.0,9,42.730488
10.0,10,42.754543
9.0,9,42.770521
9.0,9,42.802525
10.0,10,42.827072
9.0,9,42.851761
12.0,12,42.875845
10.0,10,42.899875
9.0,9,42.923908
9.0,9,42.939986
9.0,9,42.963981
9.0,9,42.97998
9.0,9,43.006047
10.0,10,43.029104
10.0,10,43.044509
10.0,10,43.068524
11.0,11,43.084517
11.0,11,43.10852
10.0,10,43.132591
9.0,9,43.140619
11.0,11,43.164617
10.0,10,43.180617
10.0,10,43.204626
10.0,10,43.212639
9.0,9,43.22869
9.0,9,43.244726
10.0,10,43.260713
9.0,9,43.276711
9.0,9,43.300709
9.0,9,43.308701
10.0,10,43.32778
8.0,8,43.340827
11.0,11,43.364824
8.0,8,43.372817
10.0,10,43.396831
10.0,10,43.404834
10.0,10,43.429105
11.0,11,43.445127
10.0,10,43.46113
9.0,9,43.477144
10.0,10,43.493139
10.0,10,43.509128
12.0,12,43.533195
9.0,9,43.541227
10.0,10,43.565216
9.0,9,43.581213
9.0,9,43.597214
11.0,11,43.613216
10.0,10,43.637274
10.0,10,43.653266
11.0,11,43.669269
10.0,10,43.685277
9.0,9,43.701279
8.0,8,43.717266
9.0,9,43.733332
11.0,11,43.757346
10.0,10,43.765354
11.0,11,43.789361
9.0,9,43.805354
11.0,11,43.821371
9.0,9,43.837434
10.0,10,43.853443
10.0,10,43.869435
8.0,8,43.877429
10.0,10,43.901437
9.0,9,43.909448
9.0,9,43.933503
10.0,10,43.957518
10.0,10,43.973528
10.0,10,43.989544
11.0,11,44.005553
11.0,11,44.029627
9.0,9,44.045665
10.0,10,44.061663
9.0,9,44.077652
10.0,10,44.093653
10.0,10,44.109646
12.0,12,44.134336
10.0,10,44.14987
9.0,9,44.165874
10.0,10,44.181865
10.0,10,44.197867
10.0,10,44.213871
9.0,9,44.22994
10.0,10,44.245984
11.0,11,44.261954
9.0,9,44.277953
10.0,10,44.293973
9.0,9,44.309954
11.0,11,44.329007
9.0,9,44.342072
9.0,9,44.350058
9.0,9,44.366058
11.0,11,44.38206
9.0,9,44.398059
10.0,10,44.422099
9.0,9,44.446192
9.0,9,44.462174
9.0,9,44.478187
10.0,10,44.502184
10.0,10,44.518366
9.0,9,44.543894
10.0,10,44.558923
11.0,11,44.582907
9.0,9,44.598905
10.0,10,44.614907
9.0,9,44.631603
10.0,10,44.647162
8.0,8,44.663161
9.0,9,44.679177
10.0,10,44.687168
10.0,10,44.711157
10.0,10,44.727192
9.0,9,44.743496
9.0,9,44.751516
10.0,10,44.767517
11.0,11,44.783513
9.0,9,44.799525
11.0,11,44.815516
9.0,9,44.829565
8.0,8,44.83961
