#{"t_start": 1678197736.3717868, "env_id": "CartPole-v0"}
r,l,t
20.0,20,8.49714
30.0,30,8.49714
22.0,22,8.49714
22.0,22,8.505165
36.0,36,8.505165
11.0,11,8.505165
13.0,13,8.505165
24.0,24,8.505165
18.0,18,8.505165
31.0,31,8.51314
38.0,38,8.51314
21.0,21,8.521135
14.0,14,8.521135
17.0,17,8.521135
16.0,16,8.521135
22.0,22,8.521135
20.0,20,8.529136
30.0,30,8.529136
27.0,27,8.529136
36.0,36,8.537144
17.0,17,8.537144
26.0,26,8.537144
11.0,11,8.537144
12.0,12,8.537144
17.0,17,8.537144
17.0,17,8.537144
26.0,26,8.545135
17.0,17,8.545135
13.0,13,8.545135
43.0,43,8.545135
21.0,21,8.553136
25.0,25,8.553136
12.0,12,8.553136
17.0,17,8.553136
12.0,12,8.553136
37.0,37,8.553136
31.0,31,8.561135
14.0,14,8.561135
17.0,17,8.561135
21.0,21,8.561135
21.0,21,8.561135
11.0,11,8.561135
56.0,56,8.569232
24.0,24,8.569232
12.0,12,8.569232
36.0,36,8.569232
25.0,25,8.569232
24.0,24,8.577328
16.0,16,8.580266
36.0,36,8.582275
18.0,18,8.582275
13.0,13,8.582275
27.0,27,8.585883
22.0,22,8.585883
19.0,19,8.585883
13.0,13,8.585883
33.0,33,8.593973
16.0,16,8.593973
18.0,18,8.6019
25.0,25,8.6019
29.0,29,8.6019
22.0,22,8.6019
54.0,54,8.609995
14.0,14,8.609995
17.0,17,8.609995
13.0,13,8.609995
12.0,12,8.609995
22.0,22,8.617896
16.0,16,8.617896
23.0,23,8.617896
17.0,17,8.617896
15.0,15,8.617896
17.0,17,8.617896
16.0,16,8.625895
17.0,17,8.625895
13.0,13,8.625895
28.0,28,8.625895
21.0,21,8.625895
42.0,42,8.633895
13.0,13,8.633895
12.0,12,8.633895
25.0,25,8.633895
54.0,54,8.641977
13.0,13,8.641977
21.0,21,8.641977
13.0,13,8.641977
32.0,32,8.649896
14.0,14,8.649896
17.0,17,8.649896
13.0,13,8.649896
21.0,21,8.649896
23.0,23,8.649896
9.0,9,8.649896
22.0,22,8.657983
23.0,23,8.657983
11.0,11,8.657983
30.0,30,8.657983
29.0,29,8.665898
32.0,32,8.665898
22.0,22,8.665898
51.0,51,8.665898
29.0,29,8.673895
14.0,14,8.682408
18.0,18,8.682408
16.0,16,8.682408
13.0,13,8.690499
15.0,15,8.690499
27.0,27,8.690499
9.0,9,8.690499
30.0,30,8.690499
23.0,23,8.698432
28.0,28,8.698432
18.0,18,8.698432
16.0,16,8.698432
35.0,35,8.706421
28.0,28,8.706421
38.0,38,8.706421
19.0,19,8.706421
30.0,30,8.71443
27.0,27,8.71443
19.0,19,8.71443
39.0,39,8.722499
20.0,20,8.722499
20.0,20,8.722499
11.0,11,8.722499
33.0,33,8.722499
60.0,60,8.730428
19.0,19,8.730428
25.0,25,8.730428
26.0,26,8.730428
15.0,15,8.738515
17.0,17,8.738515
17.0,17,8.738515
16.0,16,8.738515
14.0,14,8.738515
27.0,27,8.738515
41.0,41,8.746424
14.0,14,8.746424
25.0,25,8.746424
24.0,24,8.746424
24.0,24,8.754428
14.0,14,8.754428
27.0,27,8.754428
24.0,24,8.754428
24.0,24,8.754428
22.0,22,8.762422
10.0,10,8.762422
41.0,41,8.770433
35.0,35,8.770433
11.0,11,8.770433
44.0,44,8.770433
13.0,13,8.770433
35.0,35,8.778453
29.0,29,8.778453
15.0,15,8.782558
39.0,39,8.782558
23.0,23,8.786598
13.0,13,8.786598
24.0,24,8.786598
14.0,14,8.786598
14.0,14,8.786598
18.0,18,8.786598
16.0,16,8.786598
72.0,72,8.794638
18.0,18,8.794638
13.0,13,8.794638
18.0,18,8.794638
47.0,47,8.802616
16.0,16,8.802616
9.0,9,8.802616
15.0,15,8.802616
16.0,16,8.802616
32.0,32,8.802616
11.0,11,8.810614
29.0,29,8.810614
17.0,17,8.810614
25.0,25,8.810614
36.0,36,8.818613
9.0,9,8.818613
21.0,21,8.818613
25.0,25,8.818613
26.0,26,8.818613
21.0,21,8.818613
22.0,22,8.826634
15.0,15,8.826634
45.0,45,8.826634
18.0,18,8.826634
14.0,14,8.834636
13.0,13,8.834636
13.0,13,8.834636
86.0,86,8.842636
44.0,44,8.842636
30.0,30,8.850634
14.0,14,8.850634
22.0,22,8.850634
14.0,14,8.850634
23.0,23,8.850634
22.0,22,8.850634
16.0,16,8.850634
47.0,47,8.858631
27.0,27,8.858631
16.0,16,8.858631
18.0,18,8.866611
18.0,18,8.866611
14.0,14,8.866611
18.0,18,8.866611
51.0,51,8.866611
11.0,11,8.866611
44.0,44,8.874607
20.0,20,8.874607
12.0,12,8.874607
26.0,26,8.874607
11.0,11,8.874607
13.0,13,8.874607
25.0,25,8.882623
23.0,23,8.882623
16.0,16,8.882623
22.0,22,8.882623
59.0,59,8.882623
14.0,14,8.890726
9.0,9,8.891382
22.0,22,8.891382
39.0,39,8.898968
21.0,21,8.898968
50.0,50,8.898968
26.0,26,8.898968
13.0,13,8.898968
23.0,23,8.914989
13.0,13,8.914989
21.0,21,8.914989
11.0,11,8.914989
28.0,28,8.914989
24.0,24,8.923084
27.0,27,8.923084
30.0,30,8.923084
9.0,9,8.923084
18.0,18,8.923084
24.0,24,8.923084
22.0,22,8.931004
26.0,26,8.931004
28.0,28,8.931004
17.0,17,8.931004
24.0,24,8.931004
14.0,14,8.939091
20.0,20,8.939091
40.0,40,8.939091
48.0,48,8.946993
27.0,27,8.946993
16.0,16,8.946993
16.0,16,8.946993
22.0,22,8.946993
33.0,33,8.955099
11.0,11,8.955099
12.0,12,8.955099
20.0,20,8.955099
41.0,41,8.955099
16.0,16,8.955099
25.0,25,8.955099
13.0,13,8.962991
13.0,13,8.962991
47.0,47,8.962991
25.0,25,8.962991
82.0,82,8.971168
21.0,21,8.971168
14.0,14,8.971168
46.0,46,8.97918
23.0,23,8.97918
34.0,34,8.987391
14.0,14,8.987391
18.0,18,8.987391
15.0,15,8.987391
40.0,40,8.987391
15.0,15,8.987391
15.0,15,8.987391
53.0,53,8.995491
22.0,22,8.995491
9.0,9,8.995491
14.0,14,8.995491
18.0,18,9.003403
14.0,14,9.003403
15.0,15,9.003403
12.0,12,9.003403
14.0,14,9.003403
20.0,20,9.003403
11.0,11,9.003403
22.0,22,9.003403
20.0,20,9.003403
40.0,40,9.0114
14.0,14,9.0114
26.0,26,9.0114
18.0,18,9.0114
18.0,18,9.0114
45.0,45,9.019511
16.0,16,9.019511
59.0,59,9.019511
14.0,14,9.027491
25.0,25,9.027491
15.0,15,9.027491
20.0,20,9.027491
16.0,16,9.027491
11.0,11,9.027491
9.0,9,9.035486
14.0,14,9.035486
15.0,15,9.035486
27.0,27,9.035486
22.0,22,9.035486
24.0,24,9.035486
20.0,20,9.043478
15.0,15,9.043478
21.0,21,9.043478
20.0,20,9.043478
38.0,38,9.051409
10.0,10,9.051409
14.0,14,9.051409
12.0,12,9.051409
22.0,22,9.051409
9.0,9,9.059412
35.0,35,9.067484
13.0,13,9.067484
28.0,28,9.067484
29.0,29,9.067484
24.0,24,9.067484
16.0,16,9.067484
18.0,18,9.067484
10.0,10,9.075583
30.0,30,9.075583
28.0,28,9.075583
17.0,17,9.075583
14.0,14,9.083181
16.0,16,9.083181
12.0,12,9.083181
15.0,15,9.083181
16.0,16,9.083181
34.0,34,9.083181
16.0,16,9.083181
16.0,16,9.091195
19.0,19,9.091195
26.0,26,9.091195
18.0,18,9.091195
13.0,13,9.091195
22.0,22,9.091195
26.0,26,9.099192
18.0,18,9.099192
31.0,31,9.099192
26.0,26,9.099192
12.0,12,9.099192
15.0,15,9.099192
19.0,19,9.107299
51.0,51,9.107299
38.0,38,9.107299
14.0,14,9.115192
34.0,34,9.115192
21.0,21,9.115192
15.0,15,9.123273
31.0,31,9.123273
66.0,66,9.123273
28.0,28,9.13121
17.0,17,9.13121
16.0,16,9.13121
13.0,13,9.13121
22.0,22,9.13121
19.0,19,9.139272
18.0,18,9.139272
27.0,27,9.147199
25.0,25,9.147199
27.0,27,9.147199
47.0,47,9.147199
12.0,12,9.147199
25.0,25,9.155289
12.0,12,9.155289
26.0,26,9.155289
26.0,26,9.155289
20.0,20,9.155289
19.0,19,9.163192
36.0,36,9.163192
25.0,25,9.163192
21.0,21,9.163192
17.0,17,9.163192
62.0,62,9.171282
13.0,13,9.171282
14.0,14,9.171282
10.0,10,9.171282
24.0,24,9.171282
10.0,10,9.171282
14.0,14,9.171282
16.0,16,9.180049
32.0,32,9.180951
11.0,11,9.18358
13.0,13,9.18358
15.0,15,9.18358
21.0,21,9.18358
57.0,57,9.187683
20.0,20,9.187683
21.0,21,9.187683
35.0,35,9.187683
24.0,24,9.19569
24.0,24,9.19569
14.0,14,9.19569
11.0,11,9.19569
29.0,29,9.203787
15.0,15,9.203787
30.0,30,9.203787
16.0,16,9.203787
29.0,29,9.203787
17.0,17,9.203787
21.0,21,9.211775
38.0,38,9.219783
56.0,56,9.219783
60.0,60,9.219783
32.0,32,9.227781
18.0,18,9.227781
34.0,34,9.235699
14.0,14,9.235699
12.0,12,9.235699
14.0,14,9.235699
34.0,34,9.235699
50.0,50,9.243786
16.0,16,9.243786
10.0,10,9.243786
37.0,37,9.243786
14.0,14,9.243786
15.0,15,9.251694
19.0,19,9.251694
14.0,14,9.251694
42.0,42,9.251694
29.0,29,9.251694
22.0,22,9.251694
40.0,40,9.259788
14.0,14,9.259788
17.0,17,9.259788
35.0,35,9.259788
22.0,22,9.267696
12.0,12,9.267696
20.0,20,9.267696
35.0,35,9.267696
21.0,21,9.267696
12.0,12,9.275692
21.0,21,9.275692
41.0,41,9.275692
19.0,19,9.275692
21.0,21,9.275692
13.0,13,9.283701
24.0,24,9.283701
15.0,15,9.283701
10.0,10,9.283701
19.0,19,9.291714
74.0,74,9.291714
43.0,43,9.299793
23.0,23,9.299793
17.0,17,9.299793
18.0,18,9.299793
19.0,19,9.299793
32.0,32,9.307801
27.0,27,9.307801
30.0,30,9.307801
20.0,20,9.307801
22.0,22,9.315807
11.0,11,9.315807
17.0,17,9.315807
13.0,13,9.315807
20.0,20,9.315807
12.0,12,9.315807
13.0,13,9.315807
32.0,32,9.315807
30.0,30,9.323801
14.0,14,9.323801
17.0,17,9.323801
15.0,15,9.323801
21.0,21,9.323801
40.0,40,9.331748
16.0,16,9.331748
9.0,9,9.331748
21.0,21,9.331748
80.0,80,9.331748
18.0,18,9.339803
17.0,17,9.339803
11.0,11,9.339803
13.0,13,9.339803
43.0,43,9.347762
21.0,21,9.347762
22.0,22,9.347762
11.0,11,9.347762
32.0,32,9.347762
24.0,24,9.355714
14.0,14,9.355714
16.0,16,9.355714
15.0,15,9.355714
21.0,21,9.363715
18.0,18,9.371716
34.0,34,9.371716
9.0,9,9.371716
19.0,19,9.371716
13.0,13,9.371716
25.0,25,9.371716
38.0,38,9.379728
11.0,11,9.383826
9.0,9,9.383826
12.0,12,9.383826
26.0,26,9.383826
38.0,38,9.387928
19.0,19,9.387928
24.0,24,9.387928
11.0,11,9.387928
24.0,24,9.387928
26.0,26,9.387928
18.0,18,9.395943
24.0,24,9.395943
13.0,13,9.395943
11.0,11,9.395943
19.0,19,9.395943
18.0,18,9.395943
17.0,17,9.40395
9.0,9,9.40395
13.0,13,9.40395
26.0,26,9.40395
15.0,15,9.40395
17.0,17,9.40395
26.0,26,9.40395
15.0,15,9.40395
12.0,12,9.40395
26.0,26,9.411947
18.0,18,9.411947
19.0,19,9.411947
45.0,45,9.411947
13.0,13,9.420032
45.0,45,9.420032
23.0,23,9.420032
40.0,40,9.420032
79.0,79,9.433053
15.0,15,9.434163
20.0,20,9.43527
15.0,15,9.43527
27.0,27,9.43638
13.0,13,9.43638
12.0,12,9.444483
26.0,26,9.444483
29.0,29,9.444483
10.0,10,9.444483
45.0,45,9.452395
20.0,20,9.452395
36.0,36,9.452395
23.0,23,9.452395
23.0,23,9.452395
11.0,11,9.452395
17.0,17,9.460397
40.0,40,9.460397
25.0,25,9.460397
10.0,10,9.460397
27.0,27,9.468427
23.0,23,9.468427
12.0,12,9.468427
27.0,27,9.468427
27.0,27,9.468427
33.0,33,9.468427
18.0,18,9.47653
13.0,13,9.47653
12.0,12,9.47653
34.0,34,9.47653
41.0,41,9.484128
12.0,12,9.484128
8.0,8,9.484128
45.0,45,9.484128
19.0,19,9.484128
30.0,30,9.484128
10.0,10,9.484128
19.0,19,9.492227
23.0,23,9.492227
18.0,18,9.492227
11.0,11,9.492227
16.0,16,9.492227
22.0,22,9.492227
20.0,20,9.500227
15.0,15,9.500227
15.0,15,9.500227
18.0,18,9.500227
19.0,19,9.500227
18.0,18,9.500227
16.0,16,9.500227
27.0,27,9.508226
24.0,24,9.508226
12.0,12,9.516142
16.0,16,9.516142
24.0,24,9.516142
17.0,17,9.516142
9.0,9,9.516142
39.0,39,9.524234
16.0,16,9.524234
12.0,12,9.524234
26.0,26,9.524234
14.0,14,9.524234
14.0,14,9.524234
14.0,14,9.532144
22.0,22,9.532144
21.0,21,9.532144
27.0,27,9.532144
23.0,23,9.532144
31.0,31,9.540144
21.0,21,9.540144
14.0,14,9.548051
12.0,12,9.548051
11.0,11,9.548051
10.0,10,9.548051
15.0,15,9.548051
13.0,13,9.548051
38.0,38,9.548051
20.0,20,9.556159
22.0,22,9.556159
23.0,23,9.556159
25.0,25,9.556159
24.0,24,9.556159
17.0,17,9.56409
13.0,13,9.56409
11.0,11,9.56409
22.0,22,9.56409
24.0,24,9.56409
13.0,13,9.56409
17.0,17,9.572166
26.0,26,9.572166
9.0,9,9.572166
16.0,16,9.572166
21.0,21,9.572166
12.0,12,9.572166
21.0,21,9.572166
44.0,44,9.580179
20.0,20,9.584311
14.0,14,9.584311
22.0,22,9.588325
37.0,37,9.588325
20.0,20,9.588325
12.0,12,9.588325
14.0,14,9.588325
34.0,34,9.596341
20.0,20,9.604342
26.0,26,9.604342
44.0,44,9.604342
14.0,14,9.604342
30.0,30,9.604342
35.0,35,9.612338
32.0,32,9.612338
19.0,19,9.620338
19.0,19,9.620338
13.0,13,9.620338
12.0,12,9.620338
28.0,28,9.620338
15.0,15,9.620338
29.0,29,9.620338
14.0,14,9.620338
15.0,15,9.628429
13.0,13,9.628429
23.0,23,9.628429
13.0,13,9.628429
11.0,11,9.628429
40.0,40,9.636426
19.0,19,9.636426
14.0,14,9.636426
19.0,19,9.636426
25.0,25,9.636426
34.0,34,9.636426
22.0,22,9.636426
34.0,34,9.644433
12.0,12,9.644433
44.0,44,9.644433
16.0,16,9.652341
13.0,13,9.652341
15.0,15,9.652341
24.0,24,9.652341
17.0,17,9.652341
31.0,31,9.652341
12.0,12,9.652341
22.0,22,9.660336
22.0,22,9.660336
20.0,20,9.66834
22.0,22,9.66834
19.0,19,9.66834
34.0,34,9.66834
69.0,69,9.676343
16.0,16,9.676343
15.0,15,9.684439
30.0,30,9.684439
17.0,17,9.684439
34.0,34,9.684439
34.0,34,9.684439
23.0,23,9.692547
22.0,22,9.692547
12.0,12,9.692547
10.0,10,9.692547
61.0,61,9.700456
15.0,15,9.700456
16.0,16,9.700456
16.0,16,9.700456
8.0,8,9.700456
23.0,23,9.700456
28.0,28,9.700456
43.0,43,9.708456
18.0,18,9.708456
21.0,21,9.708456
21.0,21,9.708456
27.0,27,9.708456
15.0,15,9.716449
69.0,69,9.716449
11.0,11,9.716449
17.0,17,9.716449
17.0,17,9.716449
33.0,33,9.724451
35.0,35,9.724451
24.0,24,9.724451
38.0,38,9.732458
33.0,33,9.732458
16.0,16,9.732458
22.0,22,9.732458
15.0,15,9.732458
24.0,24,9.732458
18.0,18,9.732458
43.0,43,9.740455
13.0,13,9.748464
27.0,27,9.748464
33.0,33,9.756545
117.0,117,9.764462
13.0,13,9.764462
58.0,58,9.764462
18.0,18,9.764462
12.0,12,9.764462
13.0,13,9.764462
19.0,19,9.772449
17.0,17,9.772449
16.0,16,9.772449
21.0,21,9.772449
10.0,10,9.772449
12.0,12,9.772449
16.0,16,9.772449
70.0,70,9.780462
13.0,13,9.780462
18.0,18,9.78451
16.0,16,9.78451
10.0,10,9.78451
14.0,14,9.78451
17.0,17,9.788606
30.0,30,9.788606
22.0,22,9.788606
16.0,16,9.788606
19.0,19,9.788606
11.0,11,9.788606
19.0,19,9.788606
24.0,24,9.796619
21.0,21,9.796619
14.0,14,9.796619
46.0,46,9.796619
13.0,13,9.8047
24.0,24,9.8047
19.0,19,9.8047
19.0,19,9.8047
39.0,39,9.812618
50.0,50,9.812618
12.0,12,9.812618
14.0,14,9.812618
18.0,18,9.820708
27.0,27,9.828631
37.0,37,9.828631
75.0,75,9.83672
11.0,11,9.83672
20.0,20,9.83672
16.0,16,9.83672
15.0,15,9.83672
19.0,19,9.83672
11.0,11,9.83672
19.0,19,9.844703
21.0,21,9.844703
22.0,22,9.844703
22.0,22,9.844703
11.0,11,9.844703
26.0,26,9.844703
14.0,14,9.852624
16.0,16,9.852624
19.0,19,9.852624
27.0,27,9.852624
22.0,22,9.852624
14.0,14,9.852624
30.0,30,9.860622
12.0,12,9.860622
15.0,15,9.860622
18.0,18,9.860622
12.0,12,9.860622
13.0,13,9.860622
21.0,21,9.868624
11.0,11,9.868624
14.0,14,9.868624
21.0,21,9.868624
21.0,21,9.868624
28.0,28,9.868624
15.0,15,9.868624
14.0,14,9.868624
32.0,32,9.876623
20.0,20,9.876623
21.0,21,9.876623
30.0,30,9.884637
12.0,12,9.884637
22.0,22,9.884637
37.0,37,9.884637
17.0,17,9.884637
10.0,10,9.884637
14.0,14,9.892657
26.0,26,9.892657
71.0,71,9.900739
22.0,22,9.900739
19.0,19,9.900739
22.0,22,9.908738
39.0,39,9.908738
10.0,10,9.908738
16.0,16,9.908738
21.0,21,9.908738
10.0,10,9.916738
18.0,18,9.916738
32.0,32,9.916738
65.0,65,9.916738
31.0,31,9.924745
34.0,34,9.924745
11.0,11,9.924745
19.0,19,9.924745
21.0,21,9.924745
11.0,11,9.924745
24.0,24,9.932651
9.0,9,9.932651
24.0,24,9.932651
15.0,15,9.932651
27.0,27,9.932651
26.0,26,9.932651
18.0,18,9.940649
15.0,15,9.940649
9.0,9,9.940649
12.0,12,9.940649
36.0,36,9.940649
30.0,30,9.948651
12.0,12,9.948651
17.0,17,9.948651
33.0,33,9.948651
32.0,32,9.948651
30.0,30,9.948651
11.0,11,9.956648
42.0,42,9.956648
11.0,11,9.956648
20.0,20,9.956648
10.0,10,9.956648
35.0,35,9.964665
16.0,16,9.964665
18.0,18,9.964665
36.0,36,9.964665
18.0,18,9.964665
13.0,13,9.972653
25.0,25,9.972653
20.0,20,9.972653
19.0,19,9.980667
17.0,17,9.980667
21.0,21,9.980667
28.0,28,9.98472
20.0,20,9.98472
15.0,15,9.98472
33.0,33,9.988825
16.0,16,9.988825
14.0,14,9.988825
19.0,19,9.988825
15.0,15,9.988825
34.0,34,9.996835
24.0,24,9.996835
30.0,30,9.996835
19.0,19,9.996835
21.0,21,9.996835
10.0,10,9.996835
24.0,24,9.996835
16.0,16,10.00484
9.0,9,10.00484
23.0,23,10.00484
47.0,47,10.00484
22.0,22,10.00484
12.0,12,10.00484
32.0,32,10.012833
23.0,23,10.012833
12.0,12,10.012833
56.0,56,10.012833
19.0,19,10.020932
28.0,28,10.020932
68.0,68,10.020932
15.0,15,10.020932
21.0,21,10.029318
19.0,19,10.029318
18.0,18,10.029318
18.0,18,10.037324
19.0,19,10.037324
10.0,10,10.037324
18.0,18,10.037324
62.0,62,10.045325
28.0,28,10.045325
28.0,28,10.053417
22.0,22,10.053417
23.0,23,10.053417
11.0,11,10.061321
70.0,70,10.061321
17.0,17,10.061321
28.0,28,10.069409
24.0,24,10.069409
75.0,75,10.069409
11.0,11,10.069409
19.0,19,10.077514
15.0,15,10.077514
19.0,19,10.077514
16.0,16,10.077514
21.0,21,10.085058
24.0,24,10.085058
47.0,47,10.085058
37.0,37,10.085058
14.0,14,10.085058
14.0,14,10.093068
16.0,16,10.093068
18.0,18,10.093068
13.0,13,10.093068
54.0,54,10.093068
25.0,25,10.101068
12.0,12,10.101068
23.0,23,10.101068
9.0,9,10.101068
50.0,50,10.101068
10.0,10,10.101068
18.0,18,10.109068
16.0,16,10.109068
20.0,20,10.109068
35.0,35,10.109068
21.0,21,10.109068
34.0,34,10.117163
12.0,12,10.117163
24.0,24,10.117163
10.0,10,10.117163
16.0,16,10.125069
11.0,11,10.125069
34.0,34,10.125069
23.0,23,10.125069
26.0,26,10.133068
13.0,13,10.133068
9.0,9,10.133068
20.0,20,10.133068
19.0,19,10.133068
14.0,14,10.133068
9.0,9,10.133068
9.0,9,10.133068
35.0,35,10.141066
20.0,20,10.141066
18.0,18,10.141066
27.0,27,10.141066
11.0,11,10.141066
11.0,11,10.141066
18.0,18,10.149067
64.0,64,10.149067
15.0,15,10.149067
13.0,13,10.149067
10.0,10,10.149067
19.0,19,10.149067
20.0,20,10.157066
27.0,27,10.157066
15.0,15,10.157066
18.0,18,10.157066
18.0,18,10.157066
21.0,21,10.157066
28.0,28,10.165068
12.0,12,10.165068
23.0,23,10.165068
27.0,27,10.165068
32.0,32,10.165068
42.0,42,10.173088
45.0,45,10.173088
17.0,17,10.173088
55.0,55,10.181102
33.0,33,10.185151
29.0,29,10.189193
12.0,12,10.189193
22.0,22,10.189193
25.0,25,10.189193
15.0,15,10.189193
16.0,16,10.221553
11.0,11,10.261552
10.0,10,10.269555
8.0,8,10.277599
10.0,10,10.285111
10.0,10,10.301147
9.0,9,10.301147
9.0,9,10.309148
10.0,10,10.317127
9.0,9,10.325124
11.0,11,10.333125
10.0,10,10.349124
10.0,10,10.349124
10.0,10,10.365129
9.0,9,10.365129
10.0,10,10.373134
9.0,9,10.385175
9.0,9,10.389186
10.0,10,10.397223
10.0,10,10.405201
11.0,11,10.413387
10.0,10,10.42139
13.0,13,10.429387
10.0,10,10.437386
9.0,9,10.445392
9.0,9,10.453392
9.0,9,10.461385
9.0,9,10.469392
9.0,9,10.469392
9.0,9,10.477414
12.0,12,10.485407
10.0,10,10.501496
9.0,9,10.509494
8.0,8,10.517495
9.0,9,10.517495
10.0,10,10.53353
9.0,9,10.53353
11.0,11,10.541528
10.0,10,10.549529
10.0,10,10.565535
9.0,9,10.565535
8.0,8,10.573528
11.0,11,10.585562
10.0,10,10.589581
9.0,9,10.597612
9.0,9,10.605594
9.0,9,10.61361
10.0,10,10.621597
10.0,10,10.629594
11.0,11,10.6376
10.0,10,10.6376
8.0,8,10.64559
10.0,10,10.653594
10.0,10,10.661596
10.0,10,10.669595
8.0,8,10.677593
9.0,9,10.685604
9.0,9,10.693619
9.0,9,10.701623
8.0,8,10.709621
10.0,10,10.717621
10.0,10,10.725621
10.0,10,10.73362
10.0,10,10.74162
10.0,10,10.749623
8.0,8,10.75762
10.0,10,10.76562
10.0,10,10.773618
8.0,8,10.773618
10.0,10,10.789656
10.0,10,10.789656
9.0,9,10.797684
10.0,10,10.805666
9.0,9,10.813672
8.0,8,10.821674
10.0,10,10.82967
10.0,10,10.83767
10.0,10,10.845667
10.0,10,10.853673
8.0,8,10.861669
9.0,9,10.869673
9.0,9,10.877673
9.0,9,10.885688
10.0,10,10.894854
9.0,9,10.902138
10.0,10,10.910145
10.0,10,10.92615
9.0,9,10.92615
9.0,9,10.93462
9.0,9,10.942635
11.0,11,10.950637
10.0,10,10.958637
9.0,9,10.966641
10.0,10,10.974643
9.0,9,10.982659
8.0,8,10.990683
9.0,9,10.998702
10.0,10,10.998702
8.0,8,11.006702
12.0,12,11.014714
10.0,10,11.022696
13.0,13,11.038694
10.0,10,11.046696
10.0,10,11.054707
8.0,8,11.054707
9.0,9,11.070704
9.0,9,11.078733
10.0,10,11.086752
10.0,10,11.094763
8.0,8,11.102773
9.0,9,11.102773
10.0,10,11.11077
10.0,10,11.118764
10.0,10,11.134764
10.0,10,11.134764
10.0,10,11.142773
10.0,10,11.15076
9.0,9,11.158763
11.0,11,11.166764
9.0,9,11.174763
9.0,9,11.185791
10.0,10,11.190804
11.0,11,11.198831
8.0,8,11.206828
9.0,9,11.214817
9.0,9,11.222823
9.0,9,11.230833
10.0,10,11.238814
10.0,10,11.238814
9.0,9,11.254822
9.0,9,11.254822
8.0,8,11.270818
9.0,9,11.278807
12.0,12,11.286924
10.0,10,11.294938
10.0,10,11.302939
9.0,9,11.310933
8.0,8,11.318954
9.0,9,11.326945
10.0,10,11.334954
10.0,10,11.342948
9.0,9,11.350943
9.0,9,11.35894
9.0,9,11.366938
8.0,8,11.366938
10.0,10,11.374932
9.0,9,11.385959
10.0,10,11.39097
10.0,10,11.398984
9.0,9,11.406982
9.0,9,11.414983
10.0,10,11.423001
13.0,13,11.438987
12.0,12,11.454988
9.0,9,11.470985
8.0,8,11.478997
11.0,11,11.48702
12.0,12,11.49503
11.0,11,11.503035
12.0,12,11.51105
9.0,9,11.519035
9.0,9,11.527033
9.0,9,11.535038
10.0,10,11.543031
10.0,10,11.551036
11.0,11,11.559035
9.0,9,11.567041
11.0,11,11.57504
13.0,13,11.591067
9.0,9,11.59908
13.0,13,11.607081
10.0,10,11.615079
15.0,15,11.623091
9.0,9,11.631105
9.0,9,11.63908
11.0,11,11.647101
13.0,13,11.655112
15.0,15,11.671083
13.0,13,11.687135
13.0,13,11.703152
10.0,10,11.711148
11.0,11,11.727168
11.0,11,11.735155
11.0,11,11.751152
13.0,13,11.759149
14.0,14,11.775151
10.0,10,11.786173
10.0,10,11.791182
15.0,15,11.7992
12.0,12,11.815205
14.0,14,11.823205
12.0,12,11.831227
15.0,15,11.839206
11.0,11,11.847216
12.0,12,11.855196
10.0,10,11.863837
12.0,12,11.871373
10.0,10,11.887448
10.0,10,11.911469
16.0,16,11.943477
10.0,10,11.967463
13.0,13,11.9865
9.0,9,11.991511
11.0,11,11.999525
14.0,14,12.015526
13.0,13,12.023524
13.0,13,12.031524
9.0,9,12.039524
10.0,10,12.047547
13.0,13,12.055535
11.0,11,12.063525
11.0,11,12.080914
15.0,15,12.095957
13.0,13,12.103967
15.0,15,12.121367
14.0,14,12.12853
11.0,11,12.136544
12.0,12,12.144542
14.0,14,12.160537
10.0,10,12.168545
11.0,11,12.176543
10.0,10,12.186582
14.0,14,12.1926
12.0,12,12.208617
27.0,27,12.224608
12.0,12,12.240613
12.0,12,12.248615
13.0,13,12.261828
13.0,13,12.272943
10.0,10,12.280981
9.0,9,12.289018
10.0,10,12.297031
13.0,13,12.305243
11.0,11,12.321244
10.0,10,12.321244
13.0,13,12.337245
12.0,12,12.337245
15.0,15,12.353248
12.0,12,12.361245
15.0,15,12.37806
15.0,15,12.386629
10.0,10,12.393656
15.0,15,12.409671
11.0,11,12.417677
14.0,14,12.425677
11.0,11,12.441672
11.0,11,12.449675
8.0,8,12.457671
12.0,12,12.465678
10.0,10,12.475124
10.0,10,12.486918
9.0,9,12.489925
15.0,15,12.505941
11.0,11,12.513968
11.0,11,12.521938
12.0,12,12.529937
10.0,10,12.53794
12.0,12,12.553937
13.0,13,12.553937
18.0,18,12.56994
12.0,12,12.586964
14.0,14,12.601991
11.0,11,12.609987
11.0,11,12.617992
12.0,12,12.626641
10.0,10,12.633659
13.0,13,12.641681
13.0,13,12.649674
15.0,15,12.665745
10.0,10,12.673756
14.0,14,12.681769
13.0,13,12.689795
14.0,14,12.70581
19.0,19,12.723557
10.0,10,12.730219
12.0,12,12.738236
11.0,11,12.754236
11.0,11,12.762293
13.0,13,12.778335
13.0,13,12.787366
11.0,11,12.802404
12.0,12,12.821136
13.0,13,12.842666
12.0,12,12.858669
13.0,13,12.882677
13.0,13,12.898709
13.0,13,12.914711
11.0,11,12.930711
9.0,9,12.938713
14.0,14,12.954725
14.0,14,12.978732
10.0,10,12.987763
11.0,11,13.002811
11.0,11,13.018812
