#{"t_start": 1678199108.179441, "env_id": "Pendulum-v0"}
r,l,t
-4.226609,200,5029.04992
-245.735128,200,5029.162083
-124.561992,200,5029.318616
-120.134872,200,5029.4753
-119.846353,200,5029.602649
-118.199557,200,5029.760296
-123.228302,200,5029.927187
-129.607048,200,5030.06543
-121.514923,200,5030.228041
-4.762913,200,5030.33832
-122.183646,200,5030.438315
-226.805931,200,5030.564411
-117.482984,200,5030.680953
-126.950114,200,5030.819945
-120.087658,200,5030.951463
-118.793839,200,5031.059308
-121.89965,200,5031.151971
-127.457244,200,5031.244795
-294.928831,200,5031.447397
-234.721177,200,5031.614079
-227.607632,200,5031.780829
-220.83767,200,5031.947783
-4.232557,200,5032.095531
-5.389945,200,5032.238051
-118.643553,200,5032.364758
-257.294142,200,5032.535778
-265.640372,200,5032.688307
-240.48297,200,5032.854925
-119.221236,200,5032.9783
-120.142879,200,5033.159794
-4.344379,200,5033.326191
-128.13863,200,5033.510668
-249.871946,200,5033.715059
-121.423764,200,5033.913979
-119.823797,200,5034.122236
-118.391649,200,5034.32232
-121.863794,200,5034.500219
-119.800538,200,5034.660258
-4.33787,200,5034.833244
-121.234267,200,5034.98904
-120.675511,200,5035.155296
-240.812571,200,5035.311324
-259.671779,200,5035.541082
-4.7561,200,5035.697698
-127.331317,200,5035.924362
-126.843745,200,5036.092891
-240.512101,200,5036.272632
-4.420537,200,5036.418986
-124.91874,200,5036.540721
-228.931142,200,5036.685896
-273.411047,200,5036.776972
-4.28905,200,5036.882617
-220.563131,200,5037.025551
-4.620704,200,5037.168842
-123.650389,200,5037.333271
-230.787114,200,5037.475692
-242.703655,200,5037.656389
-219.331855,200,5037.849367
-229.491969,200,5038.040207
-248.125595,200,5038.22951
-279.146808,200,5038.385684
-235.292646,200,5038.57577
-121.570049,200,5038.737961
-122.221285,200,5038.92304
-4.340396,200,5039.103137
-238.86932,200,5039.266534
-122.110744,200,5039.408979
-122.093775,200,5039.558553
-121.502287,200,5039.706964
-4.226923,200,5039.904341
-4.232353,200,5040.087363
-221.934025,200,5040.276357
-222.166236,200,5040.468434
-224.01451,200,5040.622036
-123.982019,200,5040.807219
-123.601931,200,5040.962772
-4.20404,200,5041.105521
-138.630778,200,5041.255402
-122.326745,200,5041.427012
-127.442583,200,5041.580833
-217.266648,200,5041.737959
-121.381961,200,5041.886219
-218.699904,200,5042.018554
-121.921271,200,5042.188987
-119.700312,200,5042.348258
-226.615538,200,5042.492829
-226.412604,200,5042.641893
-121.642923,200,5042.781914
-121.423493,200,5042.898636
-222.125694,200,5043.058335
-4.275388,200,5043.164979
-125.746983,200,5043.311453
-116.86003,200,5043.427984
-117.961147,200,5043.547289
-129.97234,200,5043.660659
-128.065834,200,5043.823781
-121.304904,200,5043.953465
-120.738878,200,5044.040148
